id,SFR__Msol_per_yr,SFR_err,Mstar__Msol,Mstar_err,Lbolo__Lsol,Lbolo_err,Lold_unatt__Lsol,Lold_unatt_err,Lyoung_unatt__Lsol,Lyoung_unatt_err,Lold_abs__Lsol,Lold_abs_err,Lyoung_abs__Lsol,Lyoung_abs_err,Afuv,Afuv_err,Av_b90,Av_b90_err,Mdust__Msol,Mdust_err,Ldust__Lsol,Ldust_err,Umin,Umin_err,Tdust__K,Tdust_err,qhac,qhac_err,gamma,gamma_err,red_chi2,t
UGC00320,0.1209,0.01314,1477000000,441100000,2264000000,113200000,1789000000,89440000,475100000,51630000,13310000,0,24150000,0,0.046,0.052,0.009,0.011,222600,568900,37460000,43840000,13.91,22.56,28.83,8.077,0.179,0.118,0.073,0.134,0.887,6
UGC00772,0.02645,0.00183,46680000,25260000,233100000,11660000,129200000,14720000,103900000,7192000,1636000,0,5275000,0,0.047,0.053,0.011,0.013,16100,47840,6911000,8017000,17.31,24.42,29.94,7.295,0.191,0.118,0.087,0.145,0.664,9.8
UGC00931,0.07256,0.02319,472800000,189400000,1141000000,122900000,855400000,69810000,285200000,91140000,80970000,0,133900000,0,0.549,0.276,0.106,0.062,2145000,1972000,214800000,131400000,2.915,9.333,22.01,12.17,0.167,0.105,0.021,0.062,0.416,5.4
UGC02392,0.1092,0.02079,2254000000,685400000,2832000000,141600000,2403000000,120100000,429000000,81720000,168800000,0,186600000,0,0.507,0.14,0.098,0.036,1788000,1291000,355400000,98010000,1.371,1.2,19.33,2.922,0.12,0.07,0.005,0.01,0.897,5.9
UGC02826,0.3991,0.2209,11010000000,3791000000,16470000000,866500000,14900000000,1513000000,1569000000,868300000,3199000000,0,1264000000,0,1.612,0.296,0.351,0.069,3223000,446100,4463000000,236200000,6.4,1.303,25.22,0.887,0.1,0.019,0.004,0.002,0.349,5
UGC03016,0.6862,1.225,9190000000,4508000000,12010000000,7370000000,9308000000,2710000000,2697000000,4816000000,1613000000,0,707100000,0,1.868,1.577,0.451,0.378,5044000,1486000,2320000000,252200000,2.308,0.839,21.14,1.327,0.114,0.035,0.003,0.003,0.306,5.9
UGC03701,0.4643,0.08967,3912000000,1554000000,8027000000,479800000,6202000000,684300000,1825000000,352400000,494600000,0,749400000,0,0.476,0.122,0.094,0.035,5879000,3860000,1244000000,320700000,1.587,1.567,19.82,3.38,0.063,0.03,0.005,0.007,0.514,6
UGC03960,0.009026,0.006494,11540000000,2443000000,7355000000,367700000,7319000000,366000000,35470000,25520000,71720000,0,4775000,0,0.092,0.095,0.019,0.019,109200,270500,76490000,75140000,20.34,25.73,30.79,6.727,0.191,0.118,0.087,0.145,0.326,-4.8
UGC04305,0.08329,0.005957,225700000,78120000,810800000,40540000,483400000,47090000,327400000,23410000,12830000,0,36150000,0,0.109,0.018,0.024,0.008,111300,77790,48980000,6495000,3.191,5.015,22.36,6.07,0.024,0.013,0.027,0.017,0.818,9.9
UGC04483,0.00403,0.0002015,2369000,1397000,29680000,1484000,13840000,1297000,15840000,791900,946900,0,3274000,0,0.217,0.063,0.053,0.021,2983,4898,4221000,1208000,27.13,26.68,32.36,5.497,0.021,0.009,0.011,0.041,0.733,9.8
UGC04549,0.313,0.04505,2936000000,703200000,5666000000,283300000,4436000000,221800000,1230000000,177000000,847800000,0,887700000,0,1.211,0.171,0.278,0.068,4555000,1154000,1735000000,232900000,1.834,0.679,20.32,1.3,0.091,0.026,0.006,0.005,1.037,7.6
UGC04551,0.006338,0.004373,31740000000,2761000000,12910000000,645700000,12890000000,644400000,24910000,17190000,81540000,0,2837000,0,0.072,0.059,0.014,0.01,266300,521900,84370000,60250000,14.69,22.48,29.11,7.694,0.201,0.115,0.061,0.122,0.23,-1.9
UGC04684,0.6464,0.04156,2153000000,460800000,8211000000,410600000,5671000000,283500000,2540000000,163300000,725500000,0,1218000000,0,0.627,0.081,0.138,0.038,3556000,732900,1944000000,187700000,2.781,0.789,21.84,1.07,0.06,0.009,0.002,0.002,4.401,7.3
UGC05139,0.01161,0.0007524,38780000,16490000,124100000,9922000,78430000,12470000,45620000,2957000,900600,0,2507000,0,0.051,0.032,0.011,0.008,7394,20760,3407000,2143000,19.94,24.58,30.69,6.534,0.207,0.116,0.033,0.089,0.388,9.9
UGC05336,0.009843,0.000833,15670000,17890000,82840000,15420000,44150000,16140000,38690000,3274000,1714000,0,5395000,0,0.138,0.098,0.033,0.026,56440,105700,7109000,5173000,10.87,20.63,27.63,9.057,0.205,0.116,0.093,0.148,0.139,9.9
UGC05340,0.07721,0.005411,134200000,50870000,687300000,34360000,383800000,19190000,303400000,21270000,2335000,0,7670000,0,0.023,0.03,0.005,0.007,19060,55270,10000000,13050000,14.83,22.16,29.15,7.526,0.144,0.123,0.058,0.123,0.508,9.7
UGC05364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.9
UGC05373,0.002924,0.0003657,29010000,6322000,74560000,3728000,63070000,3153000,11490000,1437000,908700,0,1049000,0,0.081,0.02,0.016,0.006,17100,12390,1958000,419200,0.902,2.612,17.98,8.989,0.032,0.024,0.032,0.046,1.263,9.9
UGC05423,0.01278,0.002525,114700000,37070000,249500000,13310000,199300000,16110000,50230000,9924000,19390000,0,24230000,0,0.586,0.165,0.119,0.045,44240,62490,43610000,12820000,15.48,17.57,29.37,5.758,0.023,0.018,0.006,0.028,0.479,9.9
UGC05454,0.3514,0.07775,513200000,134600000,3179000000,343100000,1798000000,89920000,1381000000,305600000,62180000,0,184300000,0,0.139,0.052,0.03,0.013,556600,964100,246500000,62670000,6.7,8.171,25.42,5.354,0.027,0.019,0.002,0.005,0.797,8.1
UGC05570,0.0237,0.0219,2378000000,815100000,2214000000,155200000,2121000000,189700000,93150000,86080000,146600000,0,43460000,0,0.534,0.492,0.121,0.117,1084000,1942000,190100000,159400000,12.46,21.37,28.29,8.38,0.191,0.115,0.047,0.108,0.399,4.1
UGC05612,0.3368,0.0532,2454000000,346100000,7190000000,359500000,5867000000,359700000,1323000000,209100000,407900000,0,508300000,0,0.416,0.07,0.078,0.023,4156000,943100,916200000,99950000,1.123,0.326,18.67,0.936,0.047,0.024,0.003,0.003,2.44,8
UGC05686,0.2199,0.03381,703500000,430600000,2195000000,249200000,1331000000,302100000,864300000,132900000,94350000,0,243500000,0,0.309,0.179,0.071,0.048,1718000,2839000,337800000,197900000,13,21.79,28.5,8.251,0.165,0.109,0.062,0.12,0.753,9.7
UGC05689,0.7711,0.1578,6662000000,2502000000,11620000000,623500000,8593000000,834900000,3030000000,620300000,2723000000,0,2597000000,0,2.16,0.29,0.524,0.1,11250000,2933000,5319000000,539100000,2.404,0.835,21.29,1.278,0.063,0.018,0.004,0.003,0.563,6.4
UGC05692,0.0008502,0.0003862,158800000,31490000,195500000,9774000,192100000,9607000,3341000,1518000,4182000,0,692600,0,0.146,0.083,0.033,0.018,75970,75160,4875000,2571000,4.24,13.17,23.49,12.6,0.096,0.088,0.036,0.092,4.296,8.8
UGC05720,1.544,0.08975,3077000000,959300000,13450000000,672300000,7380000000,369000000,6066000000,352700000,2123000000,0,4967000000,0,1.681,0.084,0.327,0.041,1575000,174200,7090000000,354500000,16.48,3.384,29.69,1.053,0.02,0.001,0.035,0.011,2.064,9.8
UGC05846,0.05132,0.005093,245700000,79510000,732100000,36610000,530400000,31220000,201700000,20020000,11130000,0,23320000,0,0.108,0.062,0.021,0.014,141500,244100,34450000,20250000,10.66,19.42,27.54,8.668,0.184,0.112,0.078,0.135,0.514,9.9
UGC05955,0.01105,0.008627,5640000000,1296000000,3250000000,162500000,3207000000,160300000,43430000,33900000,41320000,0,6756000,0,0.127,0.134,0.025,0.026,130100,282400,48080000,48620000,15.3,23.1,29.31,7.645,0.195,0.118,0.082,0.141,0.411,-4.9
UGC05958,0.05636,0.01289,2419000000,543700000,1823000000,91170000,1602000000,80100000,221500000,50670000,268100000,0,164600000,0,1.305,0.222,0.323,0.074,3362000,1418000,432800000,79200000,0.722,0.347,17.3,1.434,0.081,0.026,0.003,0.004,0.862,4
UGC05990,0.1161,0.01692,1720000000,361000000,2489000000,124400000,2033000000,101600000,456100000,66490000,358200000,0,327400000,0,1.206,0.179,0.273,0.066,3068000,970700,685600000,97730000,1.134,0.497,18.7,1.417,0.079,0.029,0.006,0.006,0.982,2.1
UGC06016,0.1588,0.01166,503100000,189500000,1590000000,79520000,966500000,48330000,624000000,45840000,6251000,0,18840000,0,0.028,0.032,0.006,0.007,182100,429800,25090000,28470000,12.55,21.66,28.33,8.441,0.172,0.117,0.066,0.127,1.813,9.9
UGC06023,1.004,0.09592,4972000000,1384000000,12540000000,627000000,8595000000,429700000,3946000000,377000000,1833000000,0,2838000000,0,1.332,0.115,0.252,0.066,6934000,1296000,4672000000,374500000,2.954,0.754,22.06,0.973,0.062,0.015,0.013,0.005,0.563,6.5
UGC06324,0.02764,0.007504,798900000,174000000,1127000000,56370000,1019000000,50940000,108600000,29490000,50470000,0,35540000,0,0.333,0.165,0.069,0.038,880000,708400,86010000,45910000,1.827,6.449,20.31,12.38,0.156,0.098,0.019,0.051,0.354,-1.9
UGC06341,0.04458,0.01252,570600000,211900000,1033000000,51630000,857400000,42870000,175200000,49190000,12080000,0,16180000,0,0.085,0.078,0.017,0.017,79210,198000,28260000,26020000,16.72,24.26,29.77,7.456,0.218,0.117,0.097,0.152,0.898,7.9
UGC06566,0.01241,0.002957,231500000,77770000,347600000,17380000,298900000,14940000,48760000,11620000,9032000,0,10040000,0,0.194,0.13,0.039,0.03,159900,177900,19070000,13830000,5.096,12.98,24.24,10.67,0.144,0.106,0.033,0.082,1.562,8.8
UGC06575,0.584,0.06218,4010000000,1141000000,7960000000,398000000,5665000000,283200000,2295000000,244400000,570300000,0,1052000000,0,0.574,0.063,0.117,0.036,7317000,1504000,1622000000,151500000,1.106,0.315,18.62,0.915,0.03,0.017,0.005,0.004,0.46,5.9
UGC06728,0.1827,0.06406,6997000000,2005000000,8622000000,431100000,7904000000,636900000,717900000,251800000,790600000,0,391700000,0,0.68,0.136,0.156,0.032,699900,1004000,1182000000,121900000,17.19,25.63,29.91,7.703,0.213,0.063,0.407,0.131,0.816,-0.1
UGC06879,0.3462,0.0421,6019000000,955700000,7482000000,374100000,6121000000,306100000,1361000000,165500000,882300000,0,883100000,0,1.007,0.136,0.218,0.042,8449000,2183000,1765000000,184100000,1.042,0.317,18.43,0.969,0.114,0.022,0.001,0.001,0.571,6.9
UGC06919,0.01701,0.01173,1487000000,368700000,1602000000,80110000,1535000000,76770000,66860000,46080000,208600000,0,47980000,0,1.064,0.272,0.234,0.049,3859000,1730000,256600000,44370000,0.317,0.236,15.01,1.93,0.149,0.065,0.021,0.021,0.594,7.3
UGC06998,0.1112,0.01649,1154000000,386000000,1975000000,102800000,1538000000,80980000,437000000,64820000,59040000,0,97340000,0,0.224,0.132,0.045,0.031,908200,1068000,156400000,96620000,5.808,13.83,24.8,10.2,0.133,0.103,0.031,0.08,0.308,8.8
UGC07035,0.1109,0.02766,1739000000,434400000,3352000000,167600000,2916000000,145800000,436000000,108700000,227200000,0,197100000,0,0.51,0.122,0.102,0.034,673200,477800,424300000,97180000,4.572,4.682,23.79,4.208,0.074,0.047,0.009,0.015,0.324,1.8
UGC07086,0.4279,0.1683,8766000000,2444000000,13080000000,654100000,11400000000,1031000000,1682000000,661500000,2659000000,0,1415000000,0,1.867,0.278,0.386,0.068,10400000,2145000,4074000000,462900000,1.798,0.526,20.25,1.023,0.072,0.022,0.009,0.006,1.004,3.1
UGC07089,0.03208,0.01086,533100000,122200000,1133000000,56640000,1007000000,50340000,126100000,42670000,70290000,0,51990000,0,0.435,0.138,0.089,0.032,3148000,1205000,122300000,39620000,0.257,0.292,14.47,2.839,0.063,0.047,0.005,0.006,0.191,7.9
UGC07094,0.006025,0.002162,366900000,69340000,371900000,18600000,348300000,17410000,23680000,8499000,7872000,0,4596000,0,0.174,0.127,0.034,0.026,165600,187700,12470000,9021000,5.208,14.4,24.34,11.62,0.151,0.109,0.033,0.088,0.174,8.1
UGC07178,0.0768,0.01045,599600000,243100000,1280000000,66920000,977700000,79040000,301800000,41070000,13860000,0,26270000,0,0.079,0.076,0.016,0.016,275900,560700,40130000,39750000,11.81,20.91,28.03,8.575,0.165,0.116,0.059,0.121,0.353,9.6
UGC07184,0.2428,0.05056,1722000000,391300000,4132000000,275600000,3178000000,158900000,954300000,198700000,272500000,0,423900000,0,0.519,0.186,0.099,0.044,2966000,2372000,696400000,282900000,2.341,3.635,21.2,5.686,0.044,0.037,0.023,0.034,0.326,6.4
UGC07249,0.1047,0.01531,466000000,191900000,1315000000,82210000,903500000,52760000,411400000,60190000,82260000,0,168800000,0,0.482,0.152,0.096,0.041,2872000,1814000,251100000,87260000,0.716,0.764,17.28,3.183,0.061,0.049,0.004,0.006,0.448,9.6
UGC07321,0.2386,0.0313,4199000000,868000000,5580000000,279000000,4642000000,232100000,937600000,123000000,446200000,0,559000000,0,0.794,0.09,0.135,0.035,8874000,1723000,1005000000,82250000,0.556,0.153,16.53,0.787,0.07,0.017,0.003,0.002,0.387,6.5
UGC07387,0.1859,0.08258,6528000000,1889000000,7239000000,362000000,6509000000,336400000,730600000,324600000,1600000000,0,610200000,0,1.915,0.291,0.461,0.09,8729000,2383000,2210000000,260000000,0.988,0.382,18.26,1.218,0.088,0.051,0.028,0.033,0.434,6.6
UGC07396,0.1785,0.03587,1775000000,582300000,3597000000,194600000,2896000000,144800000,701400000,141000000,191200000,0,264100000,0,0.411,0.161,0.078,0.038,2774000,2369000,455300000,198100000,2.031,5.172,20.68,9.095,0.153,0.101,0.028,0.054,0.382,7.6
UGC07411,0.000951,0.0006599,1811000000,406300000,877300000,43860000,873600000,43680000,3737000,2594000,17580000,0,977300,0,0.209,0.181,0.043,0.034,160900,224100,18550000,14880000,8.317,18.52,26.38,10.15,0.207,0.117,0.081,0.137,0.678,0.1
UGC07422,0.01289,0.009515,1160000000,274600000,1071000000,53530000,1020000000,51000000,50660000,37390000,255500000,0,44400000,0,2.213,0.479,0.522,0.076,238500,59130,299900000,28040000,5.681,1.823,24.7,1.369,0.046,0.029,0.015,0.008,0.797,2.5
UGC07436,0.0003154,3.695E-05,927900000,92710000,723100000,36150000,721800000,36090000,1240000,145200,3979000,0,110200,0,0.05,0.047,0.011,0.01,7451,18760,4089000,3687000,18.81,25.08,30.38,6.997,0.172,0.117,0.087,0.145,1.718,-2.1
UGC07522,0.4461,0.07288,24100000000,3191000000,14970000000,748700000,13220000000,661100000,1753000000,286400000,3386000000,0,1462000000,0,1.941,0.138,0.574,0.059,21030000,3126000,4848000000,242400000,1.083,0.183,18.56,0.542,0.099,0.022,0.003,0.003,0.818,5.7
UGC07579,0.3834,0.05628,5445000000,1239000000,7457000000,372900000,5951000000,297500000,1507000000,221200000,1191000000,0,1090000000,0,1.284,0.178,0.318,0.071,5184000,1603000,2280000000,304100000,1.963,0.858,20.56,1.551,0.049,0.031,0.02,0.013,0.675,7.8
UGC07596,0.0002782,0.0001328,45600000,9597000,57960000,2898000,56860000,2843000,1093000,521800,1053000,0,194600,0,0.121,0.112,0.027,0.025,5515,11250,1247000,1144000,12.7,21.36,28.39,8.245,0.186,0.117,0.067,0.129,0.396,9.8
UGC07636,0.0001837,8.989E-05,9743000,723400,22410000,1120000,21680000,1084000,722000,353300,84910,0,26720,0,0.021,0.029,0.005,0.007,588.5,1730,111600,151800,13.75,22.26,28.78,8.048,0.195,0.119,0.07,0.132,0.613,9.8
UGC07688,0.0004559,0.001008,2273000000,378600000,799900000,40000000,798100000,39910000,1792000,3960000,7044000,0,203900,0,0.083,0.102,0.02,0.024,17360,43430,7248000,8299000,16.65,23.94,29.74,7.385,0.223,0.118,0.08,0.14,4.585,9.7
UGC07700,0.9147,0.1038,4071000000,1293000000,12080000000,603800000,8482000000,424100000,3595000000,407800000,770600000,0,1521000000,0,0.502,0.083,0.098,0.031,7115000,2552000,2291000000,379400000,1.715,0.752,20.09,1.522,0.039,0.022,0.006,0.007,0.306,7.9
UGC07795,0.0455,0.003655,141800000,50130000,464600000,23230000,285700000,14290000,178800000,14370000,9584000,0,26440000,0,0.147,0.059,0.031,0.016,600900,374900,36030000,14680000,0.594,1.959,16.73,9.531,0.163,0.097,0.006,0.013,0.302,9.8
UGC07802,0.05005,0.0123,1175000000,329100000,1639000000,81970000,1443000000,72140000,196700000,48330000,133300000,0,104400000,0,0.658,0.149,0.133,0.039,1879000,1206000,237800000,49050000,0.792,0.785,17.58,3.012,0.103,0.06,0.012,0.017,0.692,6.1
UGC07916,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.9
UGC07982,0.05943,0.02762,4882000000,907500000,4225000000,211300000,3992000000,199600000,233600000,108600000,600200000,0,176100000,0,1.259,0.282,0.28,0.051,4532000,1104000,776400000,106400000,0.794,0.23,17.58,0.88,0.088,0.056,0.007,0.01,0.247,3.3
UGC07991,0.0355,0.01282,2208000000,430700000,2048000000,102400000,1909000000,95430000,139500000,50380000,240500000,0,98150000,0,1.074,0.245,0.219,0.049,2667000,945900,338600000,60180000,0.666,0.293,17.06,1.297,0.074,0.049,0.005,0.006,0.555,6.5
UGC08032,0.01835,0.004911,3159000000,472100000,1690000000,84490000,1618000000,80890000,72130000,19300000,169500000,0,48680000,0,1.047,0.239,0.225,0.037,1179000,443800,218200000,27070000,0.869,0.365,17.86,1.295,0.13,0.048,0.01,0.012,1.539,2
UGC08042,0.2685,0.03593,3151000000,1070000000,4258000000,212900000,3203000000,160100000,1055000000,141200000,201800000,0,348700000,0,0.374,0.12,0.08,0.035,7765000,4565000,550500000,186000000,0.53,0.668,16.4,3.571,0.064,0.052,0.005,0.008,0.49,5.5
UGC08181,0.02166,0.002365,279600000,75250000,423000000,21150000,337900000,16890000,85120000,9293000,3198000,0,5431000,0,0.058,0.052,0.011,0.011,57200,123900,8629000,7725000,12.92,22,28.47,8.374,0.192,0.117,0.075,0.136,0.353,8.1
UGC08201,0.02376,0.001188,61540000,3759000,290100000,14500000,196700000,9835000,93390000,4670000,2357000,0,5685000,0,0.055,0.018,0.011,0.005,101000,85050,8042000,2521000,1.781,6.292,20.22,12.33,0.058,0.054,0.007,0.017,0.995,9.9
UGC08246,0.2507,0.01801,1053000000,354100000,2791000000,139500000,1805000000,94240000,985200000,70770000,103200000,0,248200000,0,0.27,0.053,0.058,0.02,3600000,1653000,351400000,63840000,0.572,0.277,16.62,1.391,0.042,0.033,0.003,0.004,0.125,6
UGC08333,0.05227,0.006451,588300000,176700000,945700000,47290000,740300000,37020000,205400000,25350000,40680000,0,63480000,0,0.336,0.108,0.068,0.029,1939000,1156000,104200000,35040000,0.6,2.798,16.75,13.5,0.129,0.072,0.012,0.026,0.451,9.6
UGC08412,0.01152,0.001235,172900000,39580000,240400000,12020000,195100000,9755000,45260000,4855000,2995000,0,4701000,0,0.097,0.07,0.019,0.016,93870,157800,7696000,5635000,10.13,20.1,27.3,9.353,0.183,0.115,0.066,0.127,0.849,6.1
UGC08630,0.4673,0.05965,2821000000,847400000,6116000000,305800000,4280000000,214000000,1837000000,234500000,529000000,0,1027000000,0,0.756,0.112,0.145,0.039,2895000,863000,1556000000,233000000,2.909,1.124,22.01,1.469,0.041,0.021,0.002,0.003,1.012,6.6
UGC08662,0.144,0.02521,1761000000,477400000,2536000000,141000000,1970000000,98520000,565800000,99090000,121200000,0,190900000,0,0.374,0.165,0.078,0.043,2598000,2267000,312100000,151600000,2.312,6.111,21.15,9.655,0.072,0.065,0.007,0.02,0.799,6
UGC08693,0.4364,0.06919,6570000000,1363000000,9792000000,489600000,8077000000,403900000,1715000000,271900000,1143000000,0,1171000000,0,1.051,0.147,0.208,0.044,8119000,2081000,2314000000,220500000,1.409,0.464,19.42,1.105,0.088,0.026,0.004,0.004,0.656,4.2
UGC08756,0.1259,0.04525,9551000000,1482000000,6723000000,336100000,6228000000,311400000,494600000,177800000,809700000,0,369400000,0,1.289,0.303,0.258,0.046,2142000,652700,1179000000,158700000,2.87,1.087,21.96,1.436,0.091,0.028,0.002,0.002,0.604,1.2
UGC08857,0.01537,0.008245,689400000,179600000,1010000000,50510000,949700000,47490000,60390000,32400000,166300000,0,46420000,0,1.253,0.29,0.285,0.07,206600,163400,212700000,46680000,8.298,8.547,26.37,4.692,0.044,0.033,0.004,0.011,0.213,1
UGC09242,0.2479,0.01967,1444000000,210000000,3904000000,195200000,2929000000,146500000,974500000,77320000,182300000,0,321800000,0,0.359,0.051,0.069,0.021,1302000,515100,504100000,58820000,2.167,1.002,20.92,1.67,0.039,0.023,0.004,0.005,0.404,6.7
UGC09299,0.5057,0.04016,1792000000,680800000,5675000000,283800000,3688000000,209900000,1987000000,157800000,269000000,0,612700000,0,0.344,0.058,0.072,0.023,3472000,1568000,881800000,133900000,1.519,0.9,19.67,2.013,0.04,0.029,0.003,0.004,0.211,6.5
UGC09310,0.1567,0.02869,2856000000,808700000,4034000000,201700000,3418000000,170900000,615900000,112800000,200800000,0,240300000,0,0.43,0.1,0.078,0.025,8890000,4076000,441200000,93970000,0.29,0.226,14.78,1.986,0.136,0.062,0.007,0.01,1.482,8.1
UGC09392,0.02541,0.003474,489600000,104200000,586400000,29320000,486500000,24330000,99860000,13650000,12620000,0,18390000,0,0.178,0.126,0.034,0.027,204200,533700,31010000,23180000,14.38,22.95,29,7.994,0.211,0.115,0.081,0.141,0.537,10
UGC09426,0.1005,0.01745,846300000,307000000,1892000000,94610000,1497000000,97280000,394900000,68570000,18090000,0,31090000,0,0.068,0.08,0.013,0.017,320500,1112000,49180000,61080000,14.22,22.77,28.95,8.004,0.184,0.119,0.077,0.138,0.294,9.7
UGC09470,0.2697,0.03085,1763000000,567000000,3618000000,180900000,2557000000,127900000,1060000000,121300000,216500000,0,428600000,0,0.479,0.088,0.096,0.032,1537000,684400,645200000,117700000,2.468,1.289,21.39,1.93,0.027,0.016,0.004,0.005,0.331,8
UGC09482,0.1009,0.02142,1103000000,340700000,2646000000,132300000,2249000000,119200000,396600000,84170000,83040000,0,96590000,0,0.224,0.151,0.042,0.031,1501000,1826000,179600000,126700000,6.088,15.01,25,10.64,0.154,0.109,0.034,0.088,0.444,6.6
UGC10854,0.3034,0.04793,2598000000,951800000,4286000000,214300000,3094000000,154700000,1193000000,188400000,115800000,0,240900000,0,0.208,0.106,0.042,0.025,4370000,3731000,356700000,183400000,2.453,8.377,21.37,12.6,0.084,0.075,0.008,0.03,0.359,6
UGC12160,2.034,0.8022,9563000000,3305000000,24300000000,4517000000,16300000000,1921000000,7995000000,3153000000,2303000000,0,3869000000,0,0.895,0.713,0.189,0.165,2411000,1383000,6172000000,530200000,17.07,13.22,29.87,3.995,0.118,0.022,0.003,0.003,0.276,5.8
UGC12313,0.1193,0.09855,856200000,267500000,2090000000,430100000,1621000000,81050000,468900000,387300000,96460000,0,103400000,0,0.348,0.235,0.073,0.053,4382000,2449000,199800000,84770000,0.61,3.53,16.8,16.8,0.075,0.066,0.007,0.023,1.23,9.8
